Index,Text,Label,File_Name,P_Beach,P_City,P_Culture,P_Nature,P_Snow
181,"St. Petersburg is a city with a rich history, stunning architecture, and diverse culture. As a tourist, you can explore the iconic landmarks such as the Hermitage museum, the Kazan Cathedral, and the Peterhof Palace. The city's vast network of canals and bridges add to its charm, and a boat ride is a must-do activity. The food scene in St. Petersburg is top-notch with plenty of options to cater to every taste. Russian ballet and classical music performances are a significant cultural attraction here. Overall, St. Petersburg is a city that offers a perfect blend of history, art, and entertainment to visitors.",City,St. Petersburg Russia ,0.000005,0.999961,0.000024,0.000007,0.000004
182,"Sydney is a bustling and cosmopolitan city that enchants visitors with its natural beauty and rich cultural offerings. The iconic Harbour Bridge and Opera House are amongst the most photographed landmarks in the world, but there's so much more to see and explore. The city boasts pristine beaches, including Bondi and Manly, as well as expansive parks and gardens featuring local flora and fauna. The food scene is diverse, with a wide range of cuisines and excellent seafood available. The nightlife options are endless, from small bars and clubs to world-class theaters and concert venues. A trip to Sydney is an unforgettable experience.",City,Sydney Australia  ,0.000058,0.999906,0.000015,0.000016,0.000005
183,"Taichung, Taiwan is a bustling city located in the central part of the island that offers a unique blend of ancient and modern culture. As a tourist, you will find plenty of things to do and see in this vibrant city such as visiting the historic temples like the Paochueh Temple or exploring the colorful Rainbow Village. The city is also known for its delicious street food, bustling night markets, art museums, and beautiful parks like the famous Fengle Sculpture Park. The vibrant nightlife is also a major attraction for tourists as the city has plenty of bars, clubs, and restaurants to enjoy.",City,Taichung Taiwan  ,0.000003,0.999984,0.000014,0,0
184,"Taipei, Taiwan is a vibrant and exciting city that offers a perfect blend of modernity and tradition to tourists. It's famous for its beautiful parks, delicious food, and bustling night markets. Visitors can soak up the rich culture of the city by visiting its many temples, including the famous Longshan Temple. Taipei 101, one of the tallest buildings in the world, offers breathtaking views of the city. The National Palace Museum has an extensive collection of Chinese art and is a must-visit for history buffs. With excellent public transportation, friendly locals, and a laid-back atmosphere, Taipei is an ideal destination for a memorable vacation.",City,Taipei Taiwan  ,0,0.999962,0.000037,0.000001,0
185,"Tbilisi, the capital of Georgia, is a city filled with rich history, culture, and breathtaking views. The winding streets of the Old Town are a labyrinth of colorful buildings, hidden courtyards, and historic landmarks. The city is surrounded by lush green mountains, with the Mtkvari River flowing through the center. The Narikala Fortress offers a stunning panoramic view of the city below. The sulfur baths of Abanotubani are a must-visit for relaxation and wellness. Delicious Georgian cuisine, known for its hearty meat dishes and fresh local produce, can be found in traditional restaurants throughout the city. Overall, Tbilisi is a charming and enchanting destination for any traveler.",City,Tbilisi Georgia  ,0.000014,0.999946,0.000018,0.000002,0.00002
186,"Tel Aviv, Israel is a vibrant and bustling city with a rich history and culture. As a tourist, you will be amazed by the beautiful Mediterranean coastline with its sandy beaches and seaside promenades. The architecture is diverse and impressive, from the iconic Bauhaus buildings of the White City to the towering skyscrapers of the business district. The food scene is an adventure in itself, with endless options from traditional Israeli cuisine to international flavors. The nightlife is legendary, with clubs, bars, and music venues that stay open all night long. The people are friendly and welcoming, adding to the overall warmth and excitement of the city.",City,Tel Aviv Israel ,0.027175,0.972457,0.000205,0.000043,0.00012
187,"Tokyo is a vibrant and bustling city with a unique blend of modernity and tradition. The city boasts of an efficient and extensive transportation system, making it easy for tourists to explore its many neighborhoods, iconic landmarks, and cultural treasures. From the soaring Tokyo Skytree to the historic Sensoji Temple, there is plenty to see and do. The city is also famous for its sensational food scene, from street food to Michelin-starred restaurants. Shopping is a must-do in Tokyo, offering everything from high-end luxury boutiques to quirky independent stores. With its friendly locals, dazzling nightlife, and stunning cityscape, Tokyo is truly a one-of-a-kind experience.",City,Tokyo Japan  ,0.000005,0.999936,0.000047,0.000005,0.000007
188,"Toronto is a cosmopolitan city located on the shores of Lake Ontario. It offers a vibrant mix of cultures, attractions and experiences that make it a popular destination for visitors. The iconic CN Tower offers stunning views of the city and lake, while the modern and eclectic neighborhoods of Queen Street West and Kensington Market are perfect for strolling around and exploring local shops and eateries. The city's diverse population has also created a rich arts and cultural scene, with museums, galleries and theaters. Whether you're interested in sports, architecture, shopping, or simply soaking up the city's busy atmosphere, Toronto has something for everyone.",City,Toronto Canada  ,0.000076,0.999779,0.000104,0.000029,0.000012
189,"As a tourist in Ulaanbaatar Mongolia, one can easily get immersed in the city's unique mix of modern and traditional culture. The city is rich in history and boasts numerous museums and monasteries such as the Gandan Monastery and the National Museum of Mongolia. Visitors can also witness the country's nomadic way of life at the famous Naadam festival every July. The bustling markets, street food stalls, and local restaurants offer a variety of traditional Mongolian cuisine. The city also provides access to the surrounding natural beauty of the Gorkhi-Terelj National Park, which is an ideal destination for hiking and horseback riding excursions.",City,Ulaanbaatar Mongolia  ,0.000002,0.99995,0.000021,0.000026,0.000001
190,"Vancouver Canada is a vibrant and diverse city located on the west coast of Canada. It is surrounded by stunning natural beauty, including the Pacific Ocean and the Rocky Mountains. The city itself is a bustling metropolis with a thriving arts, culture, and dining scene. Visitors can explore the cobblestone streets of Gastown, sample world-class cuisine in Yaletown, and stroll along the seawall of Stanley Park. Outdoor enthusiasts can hike or bike through the nearby mountains, ski on local slopes, or take in the view from the top of Grouse Mountain. With so much to see and do, Vancouver is a must-visit destination for any traveler.",City,Vancouver Canada  ,0.000002,0.999901,0.000013,0.000076,0.000007
